route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
1_409,1_976_1406_10_409_8,1_48183_976,,0,1_409_I
1_409,1_976_1406_10_409_8,1_48184_976,,0,1_409_I
1_288,1_976_1406_10_288_8,1_48185_976,,0,1_288_I
1_288,1_976_1406_10_288_8,1_48186_976,,1,1_288_V
1_288,1_976_1406_10_288_8,1_48187_976,,0,1_288_I
1_288,1_976_1406_10_288_8,1_48188_976,,0,1_288_I
1_288,1_976_1406_10_288_8,1_48189_976,,0,1_288_I
1_288,1_976_1406_10_288_8,1_48190_976,,0,1_288_I
1_288,1_976_1406_10_288_8,1_48192_976,,1,1_288_V
1_288,1_976_1406_10_288_8,1_48193_976,,1,1_288_V
1_288,1_976_1406_10_288_8,1_48194_976,,1,1_288_V
1_287,1_976_1406_10_287_8,1_48195_976,,1,1_287_V
1_287,1_976_1406_10_287_8,1_48196_976,,0,1_287_I
1_287,1_976_1406_10_287_8,1_48197_976,,0,1_287_I
1_287,1_976_1406_10_287_8,1_48198_976,,1,1_287_V
1_288,1_976_1406_10_288_8,1_48199_976,,1,1_288_V
1_288,1_976_1406_10_288_8,1_48200_976,,1,1_288_V
1_288,1_976_1406_10_288_8,1_48201_976,,0,1_288_I
1_288,1_976_1406_10_288_8,1_48202_976,,0,1_288_I
1_289,1_976_1407_10_289_8,1_48203_976,,1,1_289_V
1_289,1_977_1407_10_289_8,1_48203_977,,1,1_289_V
1_289,1_976_1407_10_289_8,1_48204_976,,1,1_289_V
1_289,1_977_1407_10_289_8,1_48204_977,,1,1_289_V
1_289,1_976_1407_10_289_8,1_48205_976,,1,1_289_V
1_289,1_977_1407_10_289_8,1_48205_977,,1,1_289_V
1_289,1_976_1407_10_289_8,1_48206_976,,1,1_289_V
1_289,1_977_1407_10_289_8,1_48206_977,,1,1_289_V
1_289,1_976_1407_10_289_8,1_48207_976,,1,1_289_V
1_289,1_977_1407_10_289_8,1_48207_977,,1,1_289_V
1_289,1_976_1407_10_289_8,1_48208_976,,1,1_289_V
1_289,1_977_1407_10_289_8,1_48208_977,,1,1_289_V
1_289,1_976_1407_10_289_8,1_48209_976,,0,1_289_I
1_289,1_977_1407_10_289_8,1_48209_977,,0,1_289_I
1_289,1_976_1407_10_289_8,1_48210_976,,0,1_289_I
1_289,1_977_1407_10_289_8,1_48210_977,,0,1_289_I
1_289,1_976_1407_10_289_8,1_48211_976,,0,1_289_I
1_289,1_977_1407_10_289_8,1_48211_977,,0,1_289_I
1_289,1_976_1407_10_289_8,1_48212_976,,0,1_289_I
1_289,1_977_1407_10_289_8,1_48212_977,,0,1_289_I
1_289,1_976_1407_10_289_8,1_48213_976,,0,1_289_I
1_289,1_977_1407_10_289_8,1_48213_977,,0,1_289_I
1_289,1_976_1407_10_289_8,1_48215_976,,0,1_289_I
1_289,1_977_1407_10_289_8,1_48215_977,,0,1_289_I
1_289,1_976_1407_10_289_8,1_48216_976,,1,1_289_V
1_289,1_977_1407_10_289_8,1_48216_977,,1,1_289_V
1_289,1_976_1408_10_289_10,1_48217_976,,1,1_289_V
1_289,1_977_1408_10_289_10,1_48217_977,,1,1_289_V
1_289,1_976_1408_10_289_10,1_48218_976,,1,1_289_V
1_289,1_977_1408_10_289_10,1_48218_977,,1,1_289_V
1_289,1_976_1408_10_289_10,1_48219_976,,1,1_289_V
1_289,1_977_1408_10_289_10,1_48219_977,,1,1_289_V
1_289,1_976_1408_10_289_10,1_48220_976,,1,1_289_V
1_289,1_977_1408_10_289_10,1_48220_977,,1,1_289_V
1_289,1_976_1408_10_289_10,1_48221_976,,1,1_289_V
1_289,1_977_1408_10_289_10,1_48221_977,,1,1_289_V
1_289,1_976_1408_10_289_10,1_48223_976,,0,1_289_I
1_289,1_977_1408_10_289_10,1_48223_977,,0,1_289_I
1_289,1_976_1408_10_289_10,1_48224_976,,0,1_289_I
1_289,1_977_1408_10_289_10,1_48224_977,,0,1_289_I
1_289,1_976_1408_10_289_10,1_48225_976,,0,1_289_I
1_289,1_977_1408_10_289_10,1_48225_977,,0,1_289_I
1_289,1_976_1408_10_289_10,1_48226_976,,0,1_289_I
1_289,1_977_1408_10_289_10,1_48226_977,,0,1_289_I
1_289,1_976_1408_10_289_10,1_48227_976,,0,1_289_I
1_289,1_977_1408_10_289_10,1_48227_977,,0,1_289_I
1_289,1_976_1408_10_289_10,1_48229_976,,0,1_289_I
1_289,1_977_1408_10_289_10,1_48229_977,,0,1_289_I
1_289,1_976_1408_10_289_10,1_48230_976,,1,1_289_V
1_289,1_977_1408_10_289_10,1_48230_977,,1,1_289_V
1_251,1_978_1409_10_251_1,1_48231_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48232_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48233_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48234_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48235_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48236_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48237_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48238_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48239_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48240_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48241_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48242_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48243_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48244_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48245_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48246_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48247_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48248_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48249_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48250_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48251_978,,0,1_251_I
1_251,1_978_1409_10_251_1,1_48252_978,,0,1_251_I
1_250,1_978_1409_10_250_1,1_48253_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48254_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48255_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48256_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48257_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48258_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48259_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48260_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48261_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48262_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48263_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48264_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48265_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48266_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48267_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48268_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48269_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48270_978,,0,1_250_I
1_250,1_978_1409_10_250_1,1_48271_978,,0,1_250_I
1_254,1_978_1409_10_254_1,1_48276_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48277_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48278_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48279_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48280_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48281_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48282_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48283_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48284_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48285_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48286_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48287_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48288_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48289_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48290_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48291_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48292_978,,0,1_254_I
1_254,1_978_1409_10_254_1,1_48293_978,,0,1_254_I
1_250,1_978_1409_10_250_1,1_48294_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48295_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48296_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48297_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48298_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48299_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48300_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48301_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48302_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48303_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48304_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48305_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48306_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48307_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48308_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48309_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48310_978,,1,1_250_V
1_250,1_978_1409_10_250_1,1_48311_978,,1,1_250_V
1_251,1_978_1409_10_251_1,1_48312_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48313_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48314_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48315_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48316_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48317_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48318_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48319_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48320_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48321_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48322_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48323_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48324_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48325_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48326_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48327_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48328_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48329_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48330_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48331_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48332_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48333_978,,1,1_251_V
1_251,1_978_1409_10_251_1,1_48334_978,,1,1_251_V
1_254,1_978_1409_10_254_1,1_48339_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48340_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48341_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48342_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48343_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48344_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48345_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48346_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48347_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48348_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48349_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48350_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48351_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48352_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48353_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48354_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48355_978,,1,1_254_V
1_254,1_978_1409_10_254_1,1_48356_978,,1,1_254_V
1_255,1_906_1334_10_255_2,1_48357_906,,0,1_255_I
1_289,1_979_1410_10_289_2,1_48358_979,,1,1_289_V
1_289,1_979_1410_10_289_2,1_48359_979,,1,1_289_V
1_289,1_979_1410_10_289_2,1_48360_979,,1,1_289_V
1_289,1_979_1410_10_289_2,1_48362_979,,0,1_289_I
1_289,1_979_1410_10_289_2,1_48363_979,,0,1_289_I
1_289,1_979_1410_10_289_2,1_48364_979,,0,1_289_I
1_289,1_979_1410_10_289_2,1_48365_979,,0,1_289_I
1_289,1_980_1411_10_289_3,1_48366_980,,1,1_289_V
1_289,1_980_1411_10_289_3,1_48367_980,,1,1_289_V
1_289,1_980_1411_10_289_3,1_48368_980,,1,1_289_V
1_289,1_980_1411_10_289_3,1_48369_980,,1,1_289_V
1_289,1_980_1411_10_289_3,1_48370_980,,0,1_289_I
1_289,1_980_1411_10_289_3,1_48371_980,,0,1_289_I
1_289,1_980_1411_10_289_3,1_48372_980,,0,1_289_I
1_289,1_980_1411_10_289_3,1_48373_980,,0,1_289_I
1_496,1_987_1424_10_496_9,1_48796_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48797_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48798_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48799_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48800_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48801_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48802_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48803_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48804_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48805_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48806_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48807_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48808_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48809_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48810_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48811_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48812_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48813_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48814_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48815_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48816_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48817_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48818_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48819_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48820_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48821_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48822_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48823_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48824_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48825_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48826_987,,0,1_496_I
1_496,1_987_1424_10_496_9,1_48827_987,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48828_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48829_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48830_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48831_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48832_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48833_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48834_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48835_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48836_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48837_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48838_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48839_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48840_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48841_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48842_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48843_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48844_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48845_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48846_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48847_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48848_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48849_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48850_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48851_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48852_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48853_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48854_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48855_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48856_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48857_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48858_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48859_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48860_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48861_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48862_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48863_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48864_1011,,0,1_496_I
1_496,1_1011_1425_10_496_2,1_48865_1011,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48866_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48867_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48868_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48869_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48870_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48871_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48872_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48873_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48874_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48875_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48876_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48877_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48878_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48879_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48880_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48881_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48882_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48883_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48884_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48885_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48886_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48887_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48888_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48889_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48890_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48891_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48892_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48893_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48894_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48895_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48896_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48897_987,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48898_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48899_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48900_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48901_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48902_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48903_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48904_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48905_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48906_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48907_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48908_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48909_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48910_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48911_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48912_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48913_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48914_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48915_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48916_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48917_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48918_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48919_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48920_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48921_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48922_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48923_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48924_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48925_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48926_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48927_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48928_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48929_1012,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48930_987,,0,1_496_I
1_496,1_987_1426_10_496_5,1_48931_987,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48932_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48933_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48934_1012,,0,1_496_I
1_496,1_1012_1427_10_496_12,1_48935_1012,,0,1_496_I
1_504,1_987_1428_10_504_9,1_48936_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48937_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48938_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48939_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48940_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48941_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48942_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48943_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48944_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48945_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48946_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48947_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48948_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48949_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48950_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48951_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48952_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48953_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48954_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48955_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48956_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48957_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48958_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48959_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48960_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48961_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48962_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48963_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48964_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48965_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48966_987,,0,1_504_I
1_504,1_987_1428_10_504_9,1_48967_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48968_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48969_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48970_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48971_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48972_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48973_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48974_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48975_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48976_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48977_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48978_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48979_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48980_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48981_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48982_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48983_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48984_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48985_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48986_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48987_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48988_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48989_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48990_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48991_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48992_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48993_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48994_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48995_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48996_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48997_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48998_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_48999_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_49000_987,,0,1_504_I
1_504,1_987_1429_10_504_5,1_49001_987,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49002_1011,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49003_1011,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49004_1011,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49005_1011,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49006_1011,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49007_1011,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49008_1011,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49009_1011,,0,1_504_I
1_504,1_1011_1430_10_504_2,1_49010_1011,,0,1_504_I
